"F_Id","F_EnCode","F_FullName","F_Description","F_SortCode","F_EnabledMark","F_CreatorTime","F_CreatorUserId","F_LastModifyTime","F_LastModifyUserId","F_DeleteMark","F_DeleteTime","F_DeleteUserId","F_LanguageTypeId","F_Language","F_SignKey"
"deb20354b1214222a57012b2dc4aa7a4","823e133eef4240eca65175e5a2756453","全屏模式",,"181225144451760",,"25/12/2018 14:44:52","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.tabs-fullScreen"
"defcf32b96e04f359171ccd2039dfa39","c794e33fcbe042baa44013a24e1245dd","#",,"181224175231203",,"24/12/2018 17:52:31","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","en-US","login.copyright"
"e2d06d8b527a44fd89096cb680f06f2d","6ea7418bc25c46f3ad65aed51e9b2e11","皮膚設定",,"181225143906967",,"25/12/2018 14:38:34","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.user-skin"
"e568ca6d43dd4104982fe8bec6bfac7f","4d3b9a571253460293da1f18f917e6cd","站内消息",,"181225145933830",,"25/12/2018 14:59:34","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-CN","home.topnav-news-title"
"e6bf3eaa781341a0b772e6e1e96a0ca4","900254629b324f41bcdaef260c4f0b3d","關於平臺",,"181225144008380",,"25/12/2018 14:39:37","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.user-about"
"e96609d4623344828022c2b4bdf740d1","3e72ba7d20bb43e8b64bddf0d8f30353","收起导航",,"181225143600770",,"25/12/2018 14:36:01","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-CN","home.toggle-left"
"eac095a1f1804744bc82d5686f0cc5b7","9df727a0ce654cd6b5c9b0ea5935b3f2","#",,"181225144320440",,"25/12/2018 14:43:20","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","en-US","home.tabs-closeCurrent"
"ec1f9d66c9de4ba9b319a64e5cb04f22","901537a58645433d8c5c4b767627d1c7","鎖住荧幕",,"181225143834153",,"25/12/2018 14:40:08","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.user.lockScreen"
"ef21741fb2994445b1c25d2ae28f68fd","5488f75dd8e94d11adaf53431ad247e8","#",,"181225143642823",,"25/12/2018 14:36:43","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","en-US","home.toggle-right7"
"f292655cb6f34f768e0532cd1d23d0a7","f2b7ee1107434ef0b6987b29ab30e03c","#",,"181224174637513",,"24/12/2018 17:46:38","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","en-US","login.form-account"
"f3cbbacbe35349a9acc3a69c7eb160f0","28747f0a373e419a9c8cfa359072470f","資訊管理",,"181225150126780",,"25/12/2018 15:01:27","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.topnav-news-btn-record"
"f86cac6658204e17a663b8ddfa162122","d0b4ca82f174417e9f856bb8a355462c","#",,"181224174805000",,"24/12/2018 17:48:05","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","en-US","login.form-code"
"fa7755377a2846939acea9fcbf7e064d","b656d5abd81348a9912e9e386dcb3384","内部對話",,"181225150211920",,"25/12/2018 15:02:12","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.topnav-im-title"
"fa8ab81c052c4faf87a13851c6a55134","d49d7e702270460ca5c02ef50caea54e","立即注册",,"181224175129220",,"24/12/2018 17:51:29","admin",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","zh-CN","login.form-register"
"fc38404685e7409e9d43c73449a8eb6d","fa514f4706ed48c99b1ee66337ea4315","#",,"181225144955317",,"25/12/2018 14:49:55","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","en-US","home.topnav-im"
"fdc08010f64f4c31b4dc39c68d8eccfd","9df727a0ce654cd6b5c9b0ea5935b3f2","關閉當前",,"181225144320440",,"25/12/2018 14:43:20","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-TW","home.tabs-closeCurrent"
"fdf29615f78740cb82b1d5df2ff6e987","1cb5d30356f1490c8eb08f698392a2b7","抱歉，您當前使用的瀏覽器禁用了JavaScript腳本功能，請檢查瀏覽器設定。",,"181224174144120",,"5/8/2020 13:49:33","00d9428a-25f5-4ceb-ab9b-1a3c71989bb4",,,,,,"d4e29600b10e4ab9a688e2cbe702ab7d","zh-TW","login.noscript"
"ff25d3edf47246f791b4782e1d0ebbb6","f9cfa343a4a44008b2a458fb9a37fb34","关闭其他",,"181225144343387",,"25/12/2018 14:43:43","admin",,,,,,"63098e7544f14661b0c115d86ddcd8a3","zh-CN","home.tabs-closeOther"
